Episode,split,ood_score,n_ood_dims
70,near_ood,0.04558916666666668,2
71,near_ood,0.06887287142857139,2
72,near_ood,0.13338550000000002,1
73,near_ood,0.13874799999999998,1
74,near_ood,0.1580862857142858,2
75,train,0.0,0
76,near_ood,0.08664759999999999,1
77,near_ood,0.40793140136054423,4
78,near_ood,0.13458200000000003,1
79,train,0.0,0
80,near_ood,0.40505336190476204,3
81,near_ood,0.006516666666666615,1
82,near_ood,0.30797369387755125,3
83,train,0.0,0
84,near_ood,0.18016339115646263,3
85,near_ood,0.15621816326530613,1
86,near_ood,0.16893233333333335,2
87,near_ood,0.2984143163265306,3
88,near_ood,0.11110510204081636,1
89,near_ood,0.07557900000000006,1
90,train,0.0,0
91,train,0.0,0
92,near_ood,0.07976533333333347,1
93,near_ood,0.11451224489795919,1
94,near_ood,0.11774249999999997,1
95,near_ood,0.19123761428571429,2
96,train,0.0,0
97,near_ood,0.2960768027210885,2
98,near_ood,0.2730618115646257,3
99,train,0.0,0
100,near_ood,0.16156157142857142,1
101,near_ood,0.13612533333333332,1
102,near_ood,0.10190489795918378,1
103,near_ood,0.22931282653061236,3
104,near_ood,0.2866304523809524,3
105,near_ood,0.13750510000000016,2
106,near_ood,0.3381092952380952,3
107,near_ood,0.16853133333333337,1
108,near_ood,0.17828958571428563,2
109,near_ood,0.2348030238095239,2
110,near_ood,0.25960457142857124,2
111,near_ood,0.16445859999999998,1
112,near_ood,0.2560798333333333,2
113,near_ood,0.12641661224489786,2
114,near_ood,0.23536976666666648,3
115,near_ood,0.09605842857142843,1
116,near_ood,0.26247731904761906,3
117,near_ood,0.299987887755102,4
118,near_ood,0.2048737346938776,2
119,near_ood,0.14819163333333346,2
120,near_ood,0.23830661904761907,2
121,near_ood,0.19245368367346938,3
122,near_ood,0.12658642857142866,1
123,train,0.0,0
124,near_ood,0.11944666666666659,1
125,near_ood,0.16370273809523816,2
126,near_ood,0.1802388401360545,3
127,near_ood,0.18204510204081636,2
128,near_ood,0.11036800000000002,1
129,near_ood,0.1626521904761905,2
130,near_ood,0.28063885714285713,2
131,near_ood,0.16124010000000003,1
132,near_ood,0.15980614285714267,1
133,near_ood,0.25547674285714284,3
134,near_ood,0.2937130476190477,2
135,near_ood,0.11010045714285704,2
136,near_ood,0.08330171428571431,1
137,near_ood,0.27162441496598644,3
138,near_ood,0.1345411428571428,1
139,near_ood,0.16823484693877544,2
140,near_ood,0.11144248979591825,2
141,near_ood,0.12181514285714279,1
142,near_ood,0.09941049999999985,1
143,near_ood,0.12445933333333331,1
144,train,0.0,0
145,near_ood,0.07663458503401366,2
146,near_ood,0.13149937414965984,2
147,near_ood,0.3300890000000001,3
148,near_ood,0.04164219999999998,1
149,near_ood,0.03380233333333338,1
150,near_ood,0.1950818095238095,2
151,near_ood,0.20905666666666667,2
152,near_ood,0.17065192244897956,3
153,near_ood,0.16103185714285706,1
154,near_ood,0.21072867755102037,3
155,near_ood,0.2124094863945579,3
156,near_ood,0.1284114999999999,2
157,near_ood,0.0010688000000000364,1
158,train,0.0,0
159,near_ood,0.17907453061224488,2
160,near_ood,0.272704380952381,3
161,near_ood,0.01997266666666664,1
162,near_ood,0.3643356857142858,4
163,train,0.0,0
164,near_ood,0.4315987673469389,3
165,near_ood,0.2983536768707482,3
166,near_ood,0.07888299999999981,1
167,near_ood,0.14610033333333333,2
168,near_ood,0.15731783333333327,2
169,near_ood,0.17175898979591842,2
170,near_ood,0.10220430000000003,1
171,near_ood,0.14284442857142854,2
172,near_ood,0.13836471428571429,1
173,near_ood,0.31024010884353737,2
174,near_ood,0.018030000000000046,1
175,near_ood,0.1402715714285715,1
176,near_ood,0.12188739999999998,1
177,near_ood,0.010949387755102014,1
178,near_ood,0.42479123877551017,4
179,near_ood,0.3558965285714286,3
180,near_ood,0.09228943333333323,2
181,near_ood,0.14740293333333326,2
182,near_ood,0.04878866666666681,1
183,near_ood,0.09866142857142868,1
184,near_ood,0.10997647959183676,2
185,near_ood,0.07635599999999998,1
186,near_ood,0.1605899999999999,1
187,train,0.0,0
188,near_ood,0.2232693034013605,3
189,near_ood,0.13074727619047607,3
190,near_ood,0.12656566666666658,1
191,near_ood,0.33502756462585026,4
192,near_ood,0.19908979523809517,3
193,near_ood,0.13891816326530626,1
194,near_ood,0.12101270000000008,2
195,near_ood,0.15516480000000005,1
196,near_ood,0.3211421836734694,3
197,near_ood,0.08629836734693874,1
198,near_ood,0.09973837755102044,2
199,near_ood,0.2748107414965989,4
200,near_ood,0.08889866666666668,1
201,near_ood,0.14992783333333326,2
202,near_ood,0.17607093333333335,2
203,near_ood,0.10936471428571426,1
204,near_ood,0.4872055544217687,4
205,near_ood,0.29701392040816343,2
206,near_ood,0.05087656666666679,2
207,near_ood,0.16390359999999998,1
208,iid_val,0.0,0
209,near_ood,0.17470447619047624,2
210,near_ood,0.13349066666666665,2
211,train,0.0,0
212,near_ood,0.22369307482993184,2
213,near_ood,0.17574529931972793,3
214,near_ood,0.21574813605442178,2
215,near_ood,0.2606047918367347,2
216,train,0.0,0
217,train,0.0,0
218,train,0.0,0
219,train,0.0,0
220,near_ood,0.1545431850340137,3
221,near_ood,0.15274614285714283,1
222,near_ood,0.38683166326530616,3
223,near_ood,0.20863530612244885,2
224,near_ood,0.14071612244897957,1
225,near_ood,0.23506428979591837,2
226,near_ood,0.09894733333333333,1
227,near_ood,0.2644656326530612,2
228,train,0.0,0
229,near_ood,0.06973616666666682,2
230,iid_val,0.0,0
231,near_ood,0.2541226530612246,3
232,near_ood,0.26609348299319735,2
233,near_ood,0.24027533333333342,2
234,near_ood,0.06695933333333337,1
235,near_ood,0.3812325612244899,3
236,near_ood,0.1585498333333334,2
237,near_ood,0.1423973,1
238,near_ood,0.11926787142857131,2
239,near_ood,0.2131012244897958,2
240,train,0.0,0
241,near_ood,0.13648130612244885,2
242,near_ood,0.17192762517006804,3
243,near_ood,0.06152271428571432,1
244,near_ood,0.3786074285714285,4
245,near_ood,0.028536600000000023,1
246,near_ood,0.23255449931972785,3
247,train,0.0,0
248,near_ood,0.16719571428571434,1
249,near_ood,0.08795283333333337,1
250,near_ood,0.15561743333333336,2
251,near_ood,0.09907571428571427,2
252,train,0.0,0
253,near_ood,0.26940506462585034,3
254,near_ood,0.24004799999999993,3
255,near_ood,0.383331095238095,3
256,train,0.0,0
257,near_ood,0.3975747190476189,3
258,near_ood,0.08590020408163268,1
259,near_ood,0.1700093877551021,2
260,near_ood,0.08347698979591833,2
261,near_ood,0.19858477551020404,2
262,near_ood,0.029099690476190432,2
263,near_ood,0.1321026666666667,1
264,near_ood,0.20675050952380955,3
265,near_ood,0.3792336326530611,4
266,near_ood,0.08665938775510201,2
267,near_ood,0.2517532591836733,3
268,near_ood,0.29313826122448966,3
269,near_ood,0.08306990000000009,3
270,near_ood,0.020874833333333287,1
271,near_ood,0.08453802721088433,2
272,near_ood,0.1396583265306121,2
273,train,0.0,0
274,near_ood,0.15367199999999992,1
275,near_ood,0.2723044836734694,3
276,near_ood,0.09208600000000011,1
277,near_ood,0.35482841972789114,4
278,near_ood,0.07182790476190459,2
279,near_ood,0.34805665986394585,3
280,near_ood,0.11886897959183673,1
281,near_ood,0.27291595578231265,3
282,near_ood,0.29493519047619055,3
283,near_ood,0.25247389115646257,3
284,near_ood,0.139473,1
285,near_ood,0.22181817755102054,2
286,near_ood,0.07547850000000006,1
287,near_ood,0.18423900000000004,2
288,near_ood,0.1858518877551022,3
289,near_ood,0.14863891428571424,2
290,near_ood,0.06972,1
291,near_ood,0.07914061904761915,2
292,near_ood,0.24631547619047617,2
293,near_ood,0.3077039999999999,3
294,near_ood,0.11838800000000005,1
295,near_ood,0.22466429999999987,2
296,near_ood,0.05404266666666657,1
297,near_ood,0.11276854421768723,2
298,near_ood,0.23795245578231283,3
299,near_ood,0.13681039999999997,1
300,near_ood,0.4723458809523807,4
301,train,0.0,0
302,near_ood,0.11844338979591842,3
303,train,0.0,0
304,near_ood,0.1981098326530612,2
305,near_ood,0.043442099999999984,1
306,near_ood,0.35693638775510217,4
307,near_ood,0.0513798333333334,1
308,near_ood,0.15598482857142848,2
309,near_ood,0.12500427959183674,2
310,train,0.0,0
311,near_ood,0.15597293333333342,2
312,near_ood,0.13526516666666666,1
313,near_ood,0.29589224081632653,2
314,near_ood,0.08675653061224498,1
315,near_ood,0.2117336428571428,2
316,near_ood,0.10299439999999999,1
317,near_ood,0.22766860068027195,4
318,near_ood,0.16933149659863955,3
319,near_ood,0.2421999455782312,3
320,near_ood,0.15968483333333328,1
321,train,0.0,0
322,near_ood,0.0777190000000001,1
323,near_ood,0.02582811564625842,2
324,near_ood,0.1505331428571428,1
325,near_ood,0.22765523333333326,2
326,train,0.0,0
327,near_ood,0.2354644897959185,2
328,iid_val,0.0,0
329,near_ood,0.0867986319727892,3
330,near_ood,0.07157322448979597,2
331,near_ood,0.1925809047619047,2
332,near_ood,0.11325959183673473,2
333,near_ood,0.391122299319728,4
334,near_ood,0.13170949999999998,2
335,near_ood,0.18206168571428558,2
336,near_ood,0.06625120000000001,1
337,near_ood,0.24217461428571427,2
338,near_ood,0.3177744,3
339,near_ood,0.25117313333333335,3
340,near_ood,0.22075425714285715,2
341,near_ood,0.14070416666666657,2
342,near_ood,0.20902744285714278,2
343,near_ood,0.17349643673469395,2
344,near_ood,0.039361369387755064,2
345,near_ood,0.07785350000000002,2
346,near_ood,0.08928228571428565,1
347,near_ood,0.3522864952380952,3
348,near_ood,0.19104260476190477,3
349,near_ood,0.010392857142857093,1
350,near_ood,0.23244043333333334,2
351,near_ood,0.10942812244897954,3
352,near_ood,0.052360204081632666,1
353,near_ood,0.22582158503401373,2
354,near_ood,0.34880944217687054,3
355,near_ood,0.033445306122449,1
356,near_ood,0.21247253333333338,2
357,near_ood,0.0939797,1
358,near_ood,0.003813571428571416,1
359,iid_val,0.0,0
360,near_ood,0.057472100000000026,1
361,near_ood,0.25289220476190505,4
362,near_ood,0.16071343333333338,2
363,iid_val,0.0,0
364,near_ood,0.2653475571428572,2
365,near_ood,0.07862933333333333,2
366,near_ood,0.3494651292517007,3
367,near_ood,0.010514081632653105,1
368,near_ood,0.011889183673469361,1
369,near_ood,0.11253666666666662,1
370,train,0.0,0
371,train,0.0,0
372,near_ood,0.15101459183673466,2
373,near_ood,0.12031242993197289,2
374,near_ood,0.2548242176870748,2
375,near_ood,0.14129096598639462,2
376,near_ood,0.125456,1
377,near_ood,0.07105833333333322,1
378,near_ood,0.20817918571428567,3
379,near_ood,0.211913175510204,4
380,near_ood,0.1263861428571429,1
381,near_ood,0.00088733333333324,1
382,near_ood,0.2937951040816327,3
383,near_ood,0.1742608979591836,2
384,near_ood,0.16142171428571417,2
385,near_ood,0.3351140442176873,4
386,near_ood,0.04238857142857133,1
387,near_ood,0.20927923809523818,2
388,near_ood,0.12751093333333335,2
389,near_ood,0.042915657142857055,2
390,train,0.0,0
391,near_ood,0.3348148632653061,4
392,near_ood,0.04325442857142847,1
393,near_ood,0.1870230435374149,3
394,iid_val,0.0,0
395,near_ood,0.11371714285714285,1
396,near_ood,0.14088866666666672,1
397,near_ood,0.13392528571428575,1
398,near_ood,0.2675087142857143,2
399,near_ood,0.21467215238095255,3
400,near_ood,0.16489157142857136,1
401,near_ood,0.2348571224489796,2
402,near_ood,0.12357435714285703,2
403,near_ood,0.17325983333333328,2
404,near_ood,0.03544809999999998,1
405,iid_val,0.0,0
406,near_ood,0.2321498571428573,2
407,near_ood,0.19464319727891155,3
408,near_ood,0.26592493877551027,2
409,train,0.0,0
410,near_ood,0.0024768000000000012,1
411,near_ood,0.16482288095238096,3
412,iid_val,0.0,0
413,near_ood,0.1966112163265306,2
414,near_ood,0.44440383537414974,4
415,near_ood,0.16277693877551025,1
416,near_ood,0.03466783333333334,1
417,near_ood,0.11896799999999996,1
418,near_ood,0.2689477619047618,3
419,near_ood,0.041293877551020375,1
420,near_ood,0.07892833333333327,1
421,train,0.0,0
422,near_ood,0.06439683333333335,2
423,iid_val,0.0,0
424,near_ood,0.23239157142857148,2
425,near_ood,0.15587985714285701,1
426,near_ood,0.16170147619047603,2
427,near_ood,0.05855866666666676,1
428,near_ood,0.07864357142857148,1
429,near_ood,0.10560599999999998,1
430,near_ood,0.19488177687074837,3
431,train,0.0,0
432,near_ood,0.1970715,2
433,near_ood,0.2246301666666668,2
434,near_ood,0.12157539999999996,1
435,near_ood,0.3007248333333332,3
436,near_ood,0.22920401428571427,2
437,near_ood,0.23881365306122448,3
438,near_ood,0.1373886666666666,1
439,near_ood,0.13756471428571426,2
440,near_ood,0.012368500000000004,1
441,near_ood,0.07112210000000002,1
442,near_ood,0.1582161904761904,2
443,near_ood,0.3399168299319727,3
444,near_ood,0.2707367857142855,3
445,near_ood,0.07706385714285713,1
446,near_ood,0.016637999999999986,1
447,near_ood,0.11593251020408177,3
448,near_ood,0.27060757482993203,3
449,train,0.0,0
450,near_ood,0.18537749999999997,2
451,near_ood,0.09375628571428563,1
452,near_ood,0.15145931428571413,3
453,near_ood,0.03306489795918377,1
454,near_ood,0.2470520000000001,2
455,near_ood,0.17064959999999996,2
456,near_ood,0.030195306122448917,1
457,near_ood,0.22487933333333332,2
458,near_ood,0.0831141428571428,1
459,near_ood,0.30241271428571426,3
460,iid_val,0.0,0
461,near_ood,0.36232520476190466,4
462,near_ood,0.244018306122449,2
463,near_ood,0.06642753333333343,2
464,near_ood,0.204715492517007,3
465,near_ood,0.15807933333333335,2
466,near_ood,0.0807591666666666,1
467,near_ood,0.36311844761904766,4
468,near_ood,0.1878145714285715,2
469,near_ood,0.08450169999999999,2
470,near_ood,0.10034999999999994,1
471,near_ood,0.17399319999999996,2
472,near_ood,0.1582724,1
473,train,0.0,0
474,near_ood,0.006604666666666648,1
475,train,0.0,0
476,near_ood,0.21902033333333348,2
477,near_ood,0.25515763333333324,3
478,near_ood,0.33567331972789116,3
479,near_ood,0.10143768707482981,2
480,iid_val,0.0,0
481,near_ood,0.15020591836734698,1
482,near_ood,0.3943849999999999,3
483,near_ood,0.19901096666666662,3
484,near_ood,0.020239399999999998,1
485,train,0.0,0
486,near_ood,0.288775242857143,4
487,train,0.0,0
488,near_ood,0.16897600000000002,1
489,near_ood,0.15031983333333332,2
490,near_ood,0.1066583333333333,1
491,near_ood,0.15994242857142849,1
492,near_ood,0.11143799999999997,1
493,near_ood,0.17629292857142853,2
494,near_ood,0.052251666666666696,1
495,near_ood,0.3125249455782314,2
496,near_ood,0.09624816666666669,1
497,near_ood,0.12709121428571424,2
498,near_ood,0.24007738095238074,2
499,near_ood,0.0829698333333333,1
500,near_ood,0.0971751428571428,2
501,near_ood,0.034870999999999874,1
502,near_ood,0.27476578571428556,2
503,near_ood,0.114069857142857,1
504,near_ood,0.1404122904761904,3
505,near_ood,0.18831522448979582,2
506,near_ood,0.20446182312925182,2
507,near_ood,0.34336127891156465,3
508,near_ood,0.06272433333333338,1
509,near_ood,0.1811573857142858,2
510,near_ood,0.08441606122448975,2
511,near_ood,0.14838387755102034,1
512,near_ood,0.2513161394557823,3
513,near_ood,0.3671861244897958,4
514,near_ood,0.20914920952380953,3
515,near_ood,0.17073923809523817,2
516,near_ood,0.12967571428571423,1
517,near_ood,0.2755063632653062,2
518,near_ood,0.2713977136054422,3
519,near_ood,0.1459889795918367,1
520,near_ood,0.25840671428571427,2
521,near_ood,0.10633585714285698,1
522,near_ood,0.3267097571428572,2
523,near_ood,0.11471866666666664,2
524,near_ood,0.0021244000000000263,1
525,near_ood,0.11498695918367341,2
526,near_ood,0.028562566666666622,2
527,iid_val,0.0,0
528,near_ood,0.29701606122448987,2
529,near_ood,0.12818072108843548,2
530,train,0.0,0
531,near_ood,0.14632342857142866,2
532,train,0.0,0
533,near_ood,0.28282882857142855,2
534,near_ood,0.26855677551020407,2
535,near_ood,0.1523268333333333,1
536,near_ood,0.15878433333333325,2
537,near_ood,0.12080125306122444,2
538,near_ood,0.31657608503401347,2
539,near_ood,0.03652899999999992,2
540,near_ood,0.0020201000000000134,1
541,near_ood,0.1863731666666667,2
542,train,0.0,0
543,train,0.0,0
544,near_ood,0.23937333333333327,2
545,near_ood,0.15715785714285713,1
546,near_ood,0.15432771428571423,1
547,near_ood,0.3084416904761904,3
548,near_ood,0.14897816666666663,1
549,near_ood,0.22065619047619056,2
550,near_ood,0.03768020408163275,1
551,near_ood,0.21333106666666674,2
552,train,0.0,0
553,near_ood,0.1225475510204081,1
554,near_ood,0.04301916666666661,1
555,near_ood,0.15899849999999993,2
556,near_ood,0.20814734081632663,3
557,train,0.0,0
558,train,0.0,0
559,iid_val,0.0,0
560,near_ood,0.21064673809523804,2
561,near_ood,0.03591600000000006,1
562,train,0.0,0
563,near_ood,0.08586799999999983,2
564,train,0.0,0
565,near_ood,0.2769598333333333,2
566,near_ood,0.09017925170068017,3
567,near_ood,0.2544266476190476,3
568,near_ood,0.2561699047619047,2
569,near_ood,0.16472599999999993,1
570,near_ood,0.10626919047619043,3
571,train,0.0,0
572,near_ood,0.11939833333333327,2
573,train,0.0,0
574,near_ood,0.21767223333333313,3
575,iid_val,0.0,0
576,near_ood,0.02288066666666666,1
577,near_ood,0.16853247142857147,2
578,near_ood,0.36254373333333323,4
579,near_ood,0.24890763333333346,3
580,train,0.0,0
581,near_ood,0.14278474081632653,3
582,near_ood,0.1357355102040816,1
583,near_ood,0.1604898333333334,2
584,train,0.0,0
585,near_ood,0.230733850340136,2
586,near_ood,0.008253265306122415,1
587,near_ood,0.0017171428571428615,1
588,near_ood,0.11512336734693884,2
589,iid_val,0.0,0
590,near_ood,0.15309020408163265,1
591,near_ood,0.17723090816326514,3
592,near_ood,0.21793702857142863,2
593,near_ood,0.20511701428571444,3
594,near_ood,0.21660175306122448,2
595,near_ood,0.03435110000000004,1
596,near_ood,0.05100083333333327,1
597,near_ood,0.145382,1
598,near_ood,0.06928166666666669,1
599,near_ood,0.47561647755102043,4
600,train,0.0,0
601,near_ood,0.1646996904761906,2
602,near_ood,0.03788632653061219,1
603,near_ood,0.2678687,2
604,near_ood,0.31385530204081624,3
605,near_ood,0.14157285714285717,1
606,near_ood,0.14632228571428563,1
607,train,0.0,0
608,near_ood,0.16904393197278916,3
609,near_ood,0.31682021428571416,3
610,near_ood,0.14944616666666666,2
611,iid_val,0.0,0
612,near_ood,0.07992110000000002,1
613,near_ood,0.026939333333333426,1
614,train,0.0,0
615,train,0.0,0
616,near_ood,0.2056163333333333,2
617,near_ood,0.27372610204081627,3
618,iid_val,0.0,0
619,near_ood,0.028352666666666693,1
620,near_ood,0.14856020408163273,1
621,near_ood,0.3659044836734693,3
622,near_ood,0.07672786530612241,2
623,train,0.0,0
624,train,0.0,0
625,near_ood,0.1176647,1
626,train,0.0,0
627,near_ood,2.8100000000019775e-05,1
628,near_ood,0.06426543333333334,2
629,train,0.0,0
630,near_ood,0.04850416666666679,2
631,near_ood,0.09967364285714286,3
632,near_ood,0.1793702333333334,2
633,near_ood,0.0021771428571427665,1
634,near_ood,0.24243350000000008,2
635,train,0.0,0
636,near_ood,0.09421216666666654,1
637,near_ood,0.28592552380952396,2
638,near_ood,0.25272511904761896,3
639,near_ood,0.35170242857142864,3
640,near_ood,0.252593880952381,2
641,near_ood,0.027934000000000125,1
642,near_ood,0.08383685714285698,2
643,near_ood,0.1054048095238096,2
644,near_ood,0.09477463061224489,3
645,near_ood,0.12787990000000002,1
646,near_ood,0.1809337380952381,3
647,near_ood,0.046565999999999996,1
648,near_ood,0.15950333333333344,1
649,near_ood,0.17187433333333335,2
650,near_ood,0.2802586000000001,2
651,near_ood,0.16144660000000005,1
652,near_ood,0.0004218367346939811,1
653,near_ood,0.24700297278911554,2
654,near_ood,0.06884759455782308,3
655,near_ood,0.27253919047619046,2
656,near_ood,0.2784858857142858,3
657,near_ood,0.15123549999999997,1
658,near_ood,0.17935619047619067,3
659,train,0.0,0
660,near_ood,0.14708702040816324,2
661,near_ood,0.12679016666666665,2
662,near_ood,0.0897556326530613,2
663,train,0.0,0
664,train,0.0,0
665,near_ood,0.21976613469387749,2
666,near_ood,0.31198476666666675,3
667,near_ood,0.19022344897959198,2
668,near_ood,0.27521607142857146,2
669,near_ood,0.041415000000000035,1
670,train,0.0,0
671,iid_val,0.0,0
672,near_ood,0.09633266666666668,1
673,train,0.0,0
674,near_ood,0.10911889999999999,1
675,near_ood,0.08778266666666668,1
676,near_ood,0.2109470612244897,3
677,near_ood,0.0123253333333333,1
678,near_ood,0.0828804081632653,1
679,near_ood,0.1951044999999999,2
680,near_ood,0.24659667142857145,2
681,train,0.0,0
682,near_ood,0.06165530612244907,1
683,near_ood,0.15493890000000005,2
684,near_ood,0.15594033333333346,2
685,near_ood,0.23895887142857122,4
686,near_ood,0.1117138095238096,2
687,near_ood,0.30687492108843534,3
688,near_ood,0.23357020408163265,3
689,near_ood,0.09170519795918368,2
690,train,0.0,0
691,near_ood,0.11574838095238082,3
692,near_ood,0.14027971428571417,2
693,near_ood,0.1286518333333333,2
694,near_ood,0.09248599999999996,1
695,near_ood,0.11284591836734703,2
696,near_ood,0.33333088095238095,3
697,near_ood,0.4004913809523809,4
698,near_ood,0.19648803333333328,2
699,near_ood,0.12461643673469384,3
700,near_ood,0.005624285714285748,1
701,iid_val,0.0,0
702,near_ood,0.08754485714285698,1
703,iid_val,0.0,0
704,near_ood,0.16201600000000005,1
705,near_ood,0.12448469387755101,1
706,near_ood,0.4325037972789116,4
707,near_ood,0.2883743333333333,2
708,near_ood,0.13263133333333338,1
709,near_ood,0.11228004081632642,2
710,train,0.0,0
711,near_ood,0.06446883333333331,1
712,near_ood,0.1766369829931973,2
713,near_ood,0.25509235374149664,2
714,near_ood,0.14572666666666667,2
715,near_ood,0.20564133333333323,2
716,near_ood,0.2650696421768708,3
717,near_ood,0.1358465306122449,1
718,near_ood,0.18842631836734697,2
719,train,0.0,0
720,near_ood,0.21539512448979603,2
721,near_ood,0.22890263265306116,2
722,near_ood,0.0882642857142858,1
723,near_ood,0.15810604761904767,2
724,near_ood,0.05920000000000003,1
725,near_ood,0.2783843299319727,4
726,near_ood,0.05698066666666668,1
727,near_ood,0.25543480000000013,3
728,near_ood,0.25766947142857144,2
729,train,0.0,0
730,near_ood,0.16088722040816328,2
731,near_ood,0.15718685714285718,1
732,near_ood,0.18809049999999988,2
733,near_ood,0.10567420000000002,1
734,near_ood,0.014667346938775472,1
735,near_ood,0.09593966666666676,2
736,near_ood,0.15528244897959181,1
737,near_ood,0.07147660000000006,1
738,near_ood,0.3560693448979593,3
739,near_ood,0.2287119795918368,4
740,near_ood,0.05204775510204085,1
741,near_ood,0.16746518367346952,2
742,near_ood,0.2433948448979592,2
743,train,0.0,0
744,near_ood,0.16209979591836732,1
745,near_ood,0.0675229047619047,2
746,near_ood,0.12639842857142847,1
747,near_ood,0.06288750000000004,1
748,near_ood,0.09206333333333327,1
749,near_ood,0.26797395238095223,3
750,train,0.0,0
751,near_ood,0.2856430238095238,3
752,near_ood,0.09662342857142858,1
753,near_ood,0.22881391224489805,3
754,near_ood,0.03545599999999999,1
755,near_ood,0.3363005897959182,4
756,near_ood,0.12535845714285704,2
757,near_ood,0.21570516666666661,2
758,near_ood,0.13117917006802715,2
759,near_ood,0.2798022238095238,3
760,iid_val,0.0,0
761,near_ood,0.11354890476190471,2
762,near_ood,0.2503879714285715,3
763,train,0.0,0
764,near_ood,0.04696583333333326,1
765,near_ood,0.13496893333333343,2
766,near_ood,0.24162495238095227,2
767,near_ood,0.07893610000000004,1
768,near_ood,0.14544939455782302,3
769,near_ood,0.0728667,1
770,near_ood,0.1699766469387756,3
771,near_ood,0.121475,1
772,near_ood,0.0770542625850339,4
773,near_ood,0.042815999999999965,1
774,near_ood,0.07449847619047612,2
775,near_ood,0.13999919047619058,2
776,near_ood,0.0009431666666666061,1
777,near_ood,0.09296628571428567,1
778,near_ood,0.18975785918367347,2
779,train,0.0,0
780,near_ood,0.017079999999999984,1
781,near_ood,0.2171032142857143,3
782,near_ood,0.31008101428571433,2
783,near_ood,0.28467409523809517,2
784,near_ood,0.39530876122448966,5
785,near_ood,0.17766429999999994,2
786,near_ood,0.13993360544217692,2
787,near_ood,5.466666666664732e-05,1
788,near_ood,0.030681346938775556,2
789,near_ood,0.13091163333333325,2
790,near_ood,0.15948370000000003,1
791,near_ood,0.1089855666666666,3
792,near_ood,0.19182197619047614,3
793,near_ood,0.15893454761904768,2
794,train,0.0,0
795,near_ood,0.3406418095238096,3
796,near_ood,0.1120742380952382,2
797,near_ood,0.08271160000000002,1
798,train,0.0,0
799,near_ood,0.1471082380952382,2
800,near_ood,0.09549085714285721,1
801,near_ood,0.2035638605442176,3
802,near_ood,0.153213768707483,2
803,near_ood,0.3663498761904762,3
804,near_ood,0.1581459999999999,1
805,train,0.0,0
806,train,0.0,0
807,near_ood,0.2175316952380953,3
808,near_ood,0.09630828571428574,1
809,near_ood,0.18292878571428564,2
810,far_ood,0.5381949435374149,5
811,near_ood,0.05748734693877555,1
812,near_ood,0.1447343333333334,1
813,near_ood,0.031726734693877545,1
814,near_ood,0.05819523809523808,2
815,train,0.0,0
816,near_ood,0.1661773333333334,1
817,near_ood,0.18956991496598619,4
818,near_ood,0.17443626190476202,2
819,near_ood,0.27763436666666674,3
820,near_ood,0.23852716666666673,2
821,near_ood,0.32465505102040826,4
822,near_ood,0.06494929999999999,1
823,near_ood,0.16619697142857132,2
824,near_ood,0.24585669727891135,4
